hvrecid,permitno,nocatch,nohrvrpt,harvdate,location,pots,soaktime,shrimp,keyid,keydate,year,comments,mailing,stat_area
112326,656,0,0,6/23/2019,BETTLES BAY (MOUTH),3,24,4,nlellickson,10/8/2019,2019,,0,
112327,92,0,0,6/15/2019,LONG BAY,3,12,0.5,nlellickson,10/8/2019,2019,,0,
112328,92,0,0,6/16/2019,LONG BAY,3,12,0.3,nlellickson,10/8/2019,2019,,0,
112329,92,0,0,6/17/2019,HEATHER BAY,3,8,0.5,nlellickson,10/8/2019,2019,,0,
112330,922,0,0,5/17/2019,MCLURE BAY,3,12,2,nlellickson,10/8/2019,2019,,0,
112331,922,0,0,5/15/2019,MLURE BAY,3,24,4,nlellickson,10/8/2019,2019,,0,
112332,922,0,0,5/19/2019,BLUE FJORD,3,12,2,nlellickson,10/8/2019,2019,,0,
112333,922,0,0,5/20/2019,BLUE FJORD,3,12,2,nlellickson,10/8/2019,2019,,0,
112334,922,0,0,5/20/2019,MCLURE BAY,3,12,3,nlellickson,10/8/2019,2019,,0,
112335,922,0,0,6/14/2019,GOLDEN,3,12,2,nlellickson,10/8/2019,2019,,0,
112336,922,0,0,6/15/2019,GOLDEN,3,24,0.02,nlellickson,10/8/2019,2019,,0,
112337,922,0,0,6/16/2019,WELLS BAY,3,12,2,nlellickson,10/8/2019,2019,,0,
112338,922,0,0,7/4/2019,GOLDEN BAY,3,24,4,nlellickson,10/8/2019,2019,,0,
112339,922,0,0,7/5/2019,LAKE BAY (ESTER ISLAND),3,24,4,nlellickson,10/8/2019,2019,,0,
112340,2099,0,0,5/26/2019,NORTH END BLACKSTONE,3,20,2,slrenner,10/8/2019,2019,,0,
112341,2099,0,0,8/3/2019,NORTH END BLACKSTONE,3,12,1,slrenner,10/8/2019,2019,,0,
112342,2099,0,0,8/4/2019,NORTH END BLACKSTONE,3,18,1,slrenner,10/8/2019,2019,,0,
112343,2099,0,0,8/24/2019,SOUTH END COCHRANE BAY,3,12,2,slrenner,10/8/2019,2019,,0,
112344,2099,0,0,8/25/2019,SOUTH END COCHRANE BAY,3,12,1,slrenner,10/8/2019,2019,,0,
112345,1465,0,0,5/4/2019,VALDEZ ARM,3,6,0.25,slrenner,10/8/2019,2019,,0,
112346,1465,0,0,5/5/2019,THE NARROWS,3,12,1,slrenner,10/8/2019,2019,,0,
112347,1465,0,0,5/5/2019,POTATO POINT,3,12,0.25,slrenner,10/8/2019,2019,,0,
112348,1465,0,0,5/6/2019,JACK BAY,3,11,1.5,slrenner,10/8/2019,2019,,0,
112349,1465,0,0,5/7/2019,JACK BAY,3,13,1.25,slrenner,10/8/2019,2019,,0,
112350,408,0,0,4/16/2019,SIMPSON,3,18,0.25,slrenner,10/8/2019,2019,,0,
112351,408,0,0,4/18/2019,SIMPSON,3,48,0.16,slrenner,10/8/2019,2019,,0,
112352,2701,0,0,7/12/2019,PORT NELLIE JUAN,3,24,1,slrenner,10/8/2019,2019,,0,
112353,2701,0,0,7/22/2019,CULROSS PASSAGE,3,24,1,slrenner,10/8/2019,2019,,0,
112354,2701,0,0,7/26/2019,CULROSS PASSAGE,3,28,2,slrenner,10/8/2019,2019,,0,
112355,2374,0,0,6/23/2019,PASSAGE CANAL,3,36,1,slrenner,10/8/2019,2019,,0,
112356,2374,0,0,6/29/2019,PASSAGE CANAL,3,72,1,slrenner,10/8/2019,2019,,0,
112357,2374,0,0,6/30/2019,PASSAGE CANAL,3,20,4,slrenner,10/8/2019,2019,2 pulls,0,
112358,2374,0,0,7/2/2019,PASSAGE CANAL,3,48,2,slrenner,10/8/2019,2019,,0,
112359,2374,0,0,7/3/2019,PASSAGE CANAL,3,14,2,slrenner,10/8/2019,2019,,0,
112360,2374,0,0,7/4/2019,PASSAGE CANAL,3,12,1,slrenner,10/8/2019,2019,,0,
112361,2374,0,0,7/5/2019,NELLIE JUAN,3,10,5,slrenner,10/8/2019,2019,,0,
112362,2374,0,0,7/5/2019,KNIGHTS PASSAGE,3,10,2,slrenner,10/8/2019,2019,,0,
112363,2374,0,0,7/7/2019,PASSAGE CANAL,3,18,1,slrenner,10/8/2019,2019,,0,
112364,2374,0,0,7/10/2019,PASSAGE CANAL,3,68,5,slrenner,10/8/2019,2019,,0,
112365,2374,0,0,7/15/2019,PASSAGE CANAL,3,120,3,slrenner,10/8/2019,2019,,0,
112366,2374,0,0,7/16/2019,CULROSS,3,8,5,slrenner,10/8/2019,2019,,0,
112367,2374,0,0,7/17/2019,CULROSS,3,12,3,slrenner,10/8/2019,2019,,0,
112368,2374,0,0,7/19/2019,PASSAGE CANAL,3,24,5,slrenner,10/8/2019,2019,,0,
112369,2374,0,0,7/20/2019,CULROSS,3,14,5,slrenner,10/8/2019,2019,,0,
112370,2374,0,0,7/20/2019,KNIGHTS PASSAGE,3,8,1,slrenner,10/8/2019,2019,,0,
112371,2374,0,0,7/21/2019,NELLIE JUAN,3,14,1,slrenner,10/8/2019,2019,,0,
112372,2374,0,0,7/28/2019,PASSAGE CANAL,3,168,4,slrenner,10/8/2019,2019,,0,
112373,2374,0,0,7/29/2019,CULROSS PASSAGE,3,12,3,slrenner,10/8/2019,2019,,0,
112374,2374,0,0,7/30/2019,PASSAGE CANAL,3,12,2.5,slrenner,10/8/2019,2019,,0,
112375,2374,0,0,7/31/2019,PASSAGE CANAL,3,12,2.5,slrenner,10/8/2019,2019,,0,
112376,2374,0,0,8/1/2019,PASSAGE CANAL,3,12,3,slrenner,10/8/2019,2019,,0,
112377,2568,0,0,6/8/2019,UNAKWIK,3,14,1.5,slrenner,10/8/2019,2019,2 pulls,0,
112378,2568,0,0,6/9/2019,COPPER BAY,3,12,1,slrenner,10/8/2019,2019,,0,
112379,2568,0,0,6/15/2019,GAGE ISLAND,3,156,1,slrenner,10/8/2019,2019,,0,
112380,922,0,0,7/6/2019,UNAKWICK BAY,3,24,4,nlellickson,10/9/2019,2019,,0,
112381,922,0,0,7/7/2019,UNAKWICK BAY,3,12,2,nlellickson,10/9/2019,2019,,0,
112382,922,0,0,7/27/2019,UNAKWICK BAY,3,24,4,nlellickson,10/9/2019,2019,,0,
112383,922,0,0,7/28/2019,UNAKWICK BAY,3,16,4,nlellickson,10/9/2019,2019,,0,
112384,922,0,0,8/8/2019,UNAKWICK BAY,3,24,2,nlellickson,10/9/2019,2019,,0,
112385,922,0,0,8/9/2019,UNAKWICK BAY,3,24,2,nlellickson,10/9/2019,2019,,0,
112386,922,0,0,8/10/2019,UNAKWICK BAY,3,18,2,nlellickson,10/9/2019,2019,,0,
112387,1062,0,0,6/15/2019,CULROSS PASSAGE,3,24,3,nlellickson,10/9/2019,2019,,0,
112388,1062,0,0,7/19/2019,CULROSS PASSAGE,3,12,1,nlellickson,10/9/2019,2019,,0,
112389,1062,0,0,7/21/2019,CULROSS PASSAGE,3,36,2,nlellickson,10/9/2019,2019,,0,
112390,2568,0,0,6/19/2019,GAGE ISLAND,3,96,1,slrenner,10/9/2019,2019,,0,
112391,2568,0,0,6/22/2019,GAGE ISLAND,3,48,17.5,slrenner,10/9/2019,2019,,0,
112392,2568,0,0,6/24/2019,JACK BAY,3,48,1,slrenner,10/9/2019,2019,,0,
112393,2568,0,0,6/25/2019,ENTRANCE POINT,3,24,1.5,slrenner,10/9/2019,2019,,0,
112394,2568,0,0,6/26/2019,ENTRANCE POINT,3,96,1.5,slrenner,10/9/2019,2019,2 pulls,0,
112395,2568,0,0,6/30/2019,MIDDLE RK,3,24,1.5,slrenner,10/9/2019,2019,,0,
112396,2488,0,0,6/7/2019,MINERAL CREEK,3,72,1,slrenner,10/9/2019,2019,,0,
112397,2488,0,0,6/10/2019,POTATO POINT,3,72,1,slrenner,10/9/2019,2019,,0,
112398,2488,0,0,6/22/2019,MIDDLE ROCK,3,288,1,slrenner,10/9/2019,2019,,0,
112399,2488,0,0,6/26/2019,MIDDLE ROCK,3,72,1,slrenner,10/9/2019,2019,,0,
112400,2488,0,0,6/28/2019,MIDDLE ROCK,3,48,1,slrenner,10/9/2019,2019,,0,
112401,2488,0,0,6/30/2019,MIDDLE ROCK,3,48,1,slrenner,10/9/2019,2019,,0,
112402,2488,0,0,7/1/2019,MIDDLE ROCK,3,24,1,slrenner,10/9/2019,2019,,0,
112403,2488,0,0,7/4/2019,MIDDLE ROCK,3,48,1.5,slrenner,10/9/2019,2019,,0,
112404,2488,0,0,7/6/2019,MIDDLE ROCK,3,48,0.5,slrenner,10/9/2019,2019,,0,
112405,2488,0,0,7/7/2019,UNAKWIK REEF,3,12,2,slrenner,10/9/2019,2019,,0,
112406,2488,0,0,7/14/2019,SHOUP BAY,3,168,0.5,slrenner,10/9/2019,2019,,0,
112407,2488,0,0,7/21/2019,SHOUP BAY,3,48,0.5,slrenner,10/9/2019,2019,,0,
112408,2488,0,0,7/23/2019,SHOUP BAY,3,48,0.5,slrenner,10/9/2019,2019,,0,
112419,641,1,0,4/16/2019,CEDAR BAY,3,5,0,slrenner,10/9/2019,2019,,0,
112420,641,0,0,4/17/2019,CEDAR BAY,3,24,0.5,slrenner,10/9/2019,2019,,0,
112421,641,0,0,4/18/2019,CEDAR BAY,3,24,0.5,slrenner,10/9/2019,2019,,0,
112422,641,0,0,4/19/2019,CEDAR BAY,3,24,0.5,slrenner,10/9/2019,2019,,0,
112423,641,0,0,4/20/2019,CEDAR BAY,3,24,0.35,slrenner,10/9/2019,2019,,0,
112424,641,0,0,5/24/2019,WHALEN BAY,3,48,6,slrenner,10/9/2019,2019,,0,
112425,641,0,0,5/26/2019,WHALEN BAY,3,72,4,slrenner,10/9/2019,2019,,0,
112426,641,0,0,5/27/2019,WHALEN BAY,3,24,1,slrenner,10/9/2019,2019,,0,
112427,641,0,0,5/28/2019,WHALEN BAY,3,24,2.5,slrenner,10/9/2019,2019,,0,
112428,3096,0,0,6/27/2019,EAST ARM WHALE BAY,1,22,0.1,slrenner,10/9/2019,2019,,0,
112429,3096,0,0,6/29/2019,DRIER BAY,1,44,0.5,slrenner,10/9/2019,2019,,0,
112430,158,1,0,5/13/2019,,1,24,0,slrenner,10/9/2019,2019,,0,
112431,2257,1,0,6/4/2019,MCCLURE BAY,1,24,0,slrenner,10/9/2019,2019,,0,
112432,2257,0,0,6/7/2019,MCCLURE BAY,1,20,1,slrenner,10/9/2019,2019,,0,
112433,2257,0,0,6/8/2019,MCCLURE BAY,1,20,1,slrenner,10/9/2019,2019,,0,
112434,2257,0,0,6/11/2019,MCCLURE BAY,1,21,1,slrenner,10/9/2019,2019,,0,
112435,2257,0,0,6/12/2019,MCCLURE BAY,1,48,1,slrenner,10/9/2019,2019,,0,
112436,2257,0,0,6/14/2019,MCCLURE BAY,1,48,1,slrenner,10/9/2019,2019,,0,
112437,2257,0,0,6/16/2019,MCCLURE BAY,1,48,1,slrenner,10/9/2019,2019,,0,
112438,2257,0,0,6/19/2019,MCCLURE BAY,1,50,1,slrenner,10/9/2019,2019,,0,
112439,2257,0,0,6/21/2019,MCCLURE BAY,1,60,1,slrenner,10/9/2019,2019,,0,
112440,2257,0,0,6/27/2019,MCCLURE BAY,1,60,1,slrenner,10/9/2019,2019,,0,
112441,2257,0,0,6/29/2019,MCCLURE BAY,1,24,1,slrenner,10/9/2019,2019,,0,
112442,4150,0,0,8/19/2019,ZIEGLERE COVE,3,12,1.5,slrenner,10/9/2019,2019,,0,
112443,4150,0,0,8/20/2019,ZIEGLER COVE,3,12,3,slrenner,10/9/2019,2019,,0,
112444,4150,0,0,8/21/2019,ZIEGLER COVE,3,18,5,slrenner,10/9/2019,2019,,0,
112445,4150,0,0,8/22/2019,ZIEGLER COVE,3,18,4,slrenner,10/9/2019,2019,,0,
112446,636,0,0,4/15/2019,WELLS PORT,3,15,2,slrenner,10/9/2019,2019,2 pulls,0,
112447,636,0,0,4/16/2019,WELLS PORT,3,14,1,slrenner,10/9/2019,2019,,0,
112448,636,0,0,7/4/2019,BLACKSTONE PT,3,52,1,slrenner,10/9/2019,2019,,0,
112449,1878,0,0,5/26/2019,COCHRANE,3,24,2,slrenner,10/9/2019,2019,2 pulls,0,
112450,1878,0,0,5/27/2019,COCHRANE,3,24,2,slrenner,10/9/2019,2019,2 pulls,0,
112451,3165,0,0,6/29/2019,SHOTGUN,3,48,1.5,slrenner,10/9/2019,2019,,0,
112452,3165,0,0,7/19/2019,SURPRISE,3,12,1.5,slrenner,10/9/2019,2019,,0,
112453,3165,0,0,7/20/2019,SURPRISE,3,36,0.5,slrenner,10/9/2019,2019,,0,
112454,3165,0,0,8/6/2019,SURPRISE,3,12,0.75,slrenner,10/9/2019,2019,,0,
112455,3165,0,0,8/8/2019,SURPRISE,3,24,15,slrenner,10/9/2019,2019,,0,
112456,3165,0,0,8/13/2019,PORT WELLS,3,12,1,slrenner,10/9/2019,2019,,0,
112457,3165,0,0,8/14/2019,PORT WELLS,3,12,0.75,slrenner,10/9/2019,2019,,0,
112458,3165,0,0,8/15/2019,PORT WELLS,3,12,2,slrenner,10/9/2019,2019,,0,
112459,3165,0,0,8/16/2019,PORT WELLS,3,12,2,slrenner,10/9/2019,2019,,0,
112460,485,1,0,4/16/2019,CEDAR BAY,3,5,0,slrenner,10/9/2019,2019,,0,
112461,485,0,0,4/17/2019,CEDAR BAY,3,24,0.5,slrenner,10/9/2019,2019,,0,
112462,485,0,0,4/18/2019,CEDAR BAY,3,24,0.5,slrenner,10/9/2019,2019,,0,
112463,485,0,0,4/19/2019,CEDAR BAY,3,24,0.5,slrenner,10/9/2019,2019,,0,
112464,485,0,0,4/20/2019,CEDAR BAY,3,24,0.5,slrenner,10/9/2019,2019,,0,
112465,485,0,0,4/21/2019,CEDAR BAY,3,24,0.5,slrenner,10/9/2019,2019,,0,
112466,485,0,0,4/22/2019,CEDAR BAY,3,24,0.5,slrenner,10/9/2019,2019,,0,
112467,485,0,0,4/23/2019,CEDAR BAY,3,24,0.5,slrenner,10/9/2019,2019,,0,
112468,485,0,0,4/24/2019,CEDAR BAY,3,24,0.25,slrenner,10/9/2019,2019,,0,
112469,485,0,0,4/25/2019,CEDAR BAY,3,24,0.25,slrenner,10/9/2019,2019,,0,
112470,485,0,0,5/24/2019,WHALEN BAY,3,48,6,slrenner,10/9/2019,2019,,0,
112471,485,0,0,5/26/2019,WHALEN BAY,3,72,4,slrenner,10/9/2019,2019,,0,
112472,3676,0,0,7/21/2019,COCHRANE BAY,3,14,3.3,slrenner,10/9/2019,2019,5 pulls,0,
112473,3676,0,0,7/22/2019,COCHRANE BAY,3,17,5.4,slrenner,10/9/2019,2019,6 pulls,0,
112474,3676,0,0,7/23/2019,COCHRANE,3,2,0.5,slrenner,10/9/2019,2019,,0,
112475,473,0,0,4/27/2019,PIGOT POINT,3,7,2,slrenner,10/9/2019,2019,,0,
112476,473,0,0,5/1/2019,PIGOT POINT,3,6,4,slrenner,10/9/2019,2019,,0,
112477,473,0,0,5/4/2019,BLACKSTONE,3,6,3,slrenner,10/9/2019,2019,,0,
112478,1244,0,0,5/11/2019,GOLD CREEK,3,48,0.5,slrenner,10/9/2019,2019,,0,
112479,1244,0,0,5/14/2019,E ANDERSON BAY,3,48,1,slrenner,10/9/2019,2019,,0,
112480,1244,0,0,5/16/2019,GOLD CREEK,3,48,1,slrenner,10/9/2019,2019,,0,
112481,1244,0,0,5/24/2019,GOLD CREEK,3,48,1,slrenner,10/9/2019,2019,,0,
112482,1244,0,0,5/25/2019,GOLD CREEK,3,24,2,slrenner,10/9/2019,2019,,0,
112483,1244,0,0,5/27/2019,GOLD CREEK,3,48,4,slrenner,10/9/2019,2019,,0,
112484,1244,0,0,5/30/2019,E ANDERSON BAY,3,24,1,slrenner,10/9/2019,2019,,0,
112485,1244,0,0,6/6/2019,SHOUP BAY,3,48,0.1,slrenner,10/9/2019,2019,,0,
112486,1244,0,0,6/8/2019,SHOUP BAY,3,48,1,slrenner,10/9/2019,2019,,0,
112487,1244,0,0,6/13/2019,SHOUP BAY,3,48,1,slrenner,10/9/2019,2019,,0,
112488,1244,0,0,6/15/2019,SHOUP BAY,3,48,1,slrenner,10/9/2019,2019,,0,
112489,1244,0,0,7/31/2019,N.E HENDERSON,3,48,2,slrenner,10/9/2019,2019,,0,
112490,2331,0,0,5/28/2019,PORT VALDEZ,3,24,1,slrenner,10/9/2019,2019,,0,
112491,2331,0,0,5/29/2019,PORT VALDEZ,3,24,0.5,slrenner,10/9/2019,2019,,0,
112492,2331,0,0,5/30/2019,PORT VALDEZ,3,24,1,slrenner,10/9/2019,2019,,0,
112493,2331,0,0,5/31/2019,PORT VALDEZ,3,24,2,slrenner,10/9/2019,2019,,0,
112494,2331,0,0,6/1/2019,PORT VALDEZ,3,24,1,slrenner,10/9/2019,2019,,0,
112495,2331,0,0,6/2/2019,PORT VALDEZ,3,24,1,slrenner,10/9/2019,2019,,0,
112496,2331,0,0,6/3/2019,PORT VALDEZ,3,12,1.5,slrenner,10/9/2019,2019,,0,
112497,2331,0,0,6/5/2019,PORT VALDEZ,3,36,1.5,slrenner,10/9/2019,2019,,0,
112498,2331,0,0,6/16/2019,PORT VALDEZ,3,24,1.5,slrenner,10/9/2019,2019,,0,
112499,2331,0,0,6/17/2019,PORT VALDEZ,3,12,0.5,slrenner,10/9/2019,2019,,0,
112500,2331,0,0,6/18/2019,PORT VALDEZ,3,24,1,slrenner,10/9/2019,2019,,0,
112501,2331,0,0,6/29/2019,PORT VALDEZ,3,24,2,slrenner,10/9/2019,2019,,0,
112502,2331,0,0,6/30/2019,PORT VALDEZ,3,24,0.75,slrenner,10/9/2019,2019,,0,
112503,2331,0,0,7/1/2019,PORT VALDEZ,3,24,0.75,slrenner,10/9/2019,2019,,0,
112504,2331,0,0,7/3/2019,PORT VALDEZ,3,48,1,slrenner,10/9/2019,2019,,0,
112505,2331,0,0,7/5/2019,PORT VALDEZ,3,48,1,slrenner,10/9/2019,2019,,0,
112506,2331,0,0,7/13/2019,PORT VALDEZ,3,36,0.75,slrenner,10/9/2019,2019,,0,
112507,268,0,0,4/30/2019,JACK BAY,3,4,1,slrenner,10/9/2019,2019,,0,
112508,268,0,0,5/1/2019,JACK BAY,3,21,2.5,slrenner,10/9/2019,2019,3 pulls,0,
112509,268,0,0,5/2/2019,JACK BAY,3,20,2.5,slrenner,10/9/2019,2019,3 pulls,0,
112510,268,0,0,5/3/2019,VALDEZ NARROWS,3,12,1,slrenner,10/9/2019,2019,,0,
112511,268,0,0,5/4/2019,JACK BAY,3,20,1,slrenner,10/9/2019,2019,3 pulls,0,
112512,268,0,0,5/5/2019,JACK BAY,3,12,1,slrenner,10/9/2019,2019,,0,
112513,268,0,0,5/6/2019,JACK BAY,3,13,1,slrenner,10/9/2019,2019,,0,
112514,268,0,0,6/1/2019,JACK BAY,3,12,1.5,slrenner,10/9/2019,2019,,0,
112515,268,0,0,6/1/2019,WELLS BAY,3,4,0.5,slrenner,10/9/2019,2019,,0,
112516,268,0,0,6/4/2019,HEATHER BAY,3,13,1,slrenner,10/9/2019,2019,,0,
112517,268,0,0,6/21/2019,JACK BAY,3,12,1,slrenner,10/9/2019,2019,,0,
112518,268,0,0,6/22/2019,SAWMILL BAY,3,24,0.5,slrenner,10/9/2019,2019,,0,
112519,268,1,0,6/23/2019,PORT FIDALGO,3,12,0,slrenner,10/9/2019,2019,,0,
112520,268,0,0,6/24/2019,JACK BAY,3,12,0.5,slrenner,10/9/2019,2019,,0,
112521,268,0,0,6/25/2019,JACK BAY,3,36,0.5,slrenner,10/9/2019,2019,,0,
112522,268,0,0,6/26/2019,JACK BAY,3,12,1,slrenner,10/9/2019,2019,,0,
112523,268,0,0,6/28/2019,JACK BAY,3,24,0.5,slrenner,10/9/2019,2019,,0,
112524,268,0,0,6/29/2019,JACK BAY,3,24,2,slrenner,10/9/2019,2019,,0,
112525,268,0,0,6/30/2019,JACK BAY,3,15,1,slrenner,10/9/2019,2019,,0,
112526,268,0,0,7/16/2019,VALDEZ NARROWS,3,5,1,slrenner,10/9/2019,2019,,0,
112527,268,0,0,7/17/2019,VALDEZ NARROWS,3,14,1,slrenner,10/9/2019,2019,,0,
112528,268,0,0,7/18/2019,JACK BAY,3,20,0.5,slrenner,10/9/2019,2019,,0,
112529,268,0,0,7/19/2019,JACK BAY,3,20,1,slrenner,10/9/2019,2019,,0,
112530,268,0,0,7/20/2019,JACK BAY,3,12,0.5,slrenner,10/9/2019,2019,,0,
112531,268,1,0,7/27/2019,VALDEZ ARM,3,15,0,slrenner,10/9/2019,2019,,0,
112532,268,1,0,7/28/2019,GALENA BAY,3,6,0,slrenner,10/9/2019,2019,,0,
112533,2772,0,0,7/5/2019,BLACKSTONE,3,12,1,slrenner,10/9/2019,2019,,0,
112534,2772,0,0,7/6/2019,BLACKSTONE,3,10,1,slrenner,10/9/2019,2019,,0,
112535,2772,0,0,7/20/2019,BLACKSTONE,3,14,0.5,slrenner,10/9/2019,2019,,0,
112536,2772,0,0,7/21/2019,BLACKSTONE,3,12,1.5,slrenner,10/9/2019,2019,,0,
112537,2772,0,0,7/22/2019,BLACKSTONE,3,10,1,slrenner,10/9/2019,2019,,0,
112538,2772,0,0,7/27/2019,BLACKSTONE,3,12,1,slrenner,10/9/2019,2019,,0,
112539,2772,0,0,7/28/2019,BLACKSTONE,3,14,1.5,slrenner,10/9/2019,2019,,0,
112540,1692,0,0,5/13/2019,FRONT OF ESTHER PASS,2,9,2,slrenner,10/9/2019,2019,,0,
112541,1692,0,0,5/14/2019,FRONT OF ESTHER PASS,2,12,1,slrenner,10/9/2019,2019,,0,
112542,1692,0,0,6/7/2019,FRONT OF ESTHER PASS,3,24,1,slrenner,10/9/2019,2019,,0,
112543,211,0,0,4/16/2019,SIMPSON BAY,3,72,0.75,slrenner,10/10/2019,2019,,0,
112544,211,0,0,4/19/2019,SIMPSON BAY,3,94,0.25,slrenner,10/10/2019,2019,,0,
112545,211,0,0,4/23/2019,SIMPSON BAY,3,72,0.5,slrenner,10/10/2019,2019,,0,
112546,211,0,0,4/26/2019,SIMPSON BAY,3,48,0.5,slrenner,10/10/2019,2019,,0,
112547,211,0,0,5/18/2019,SIMPSON BAY,3,48,0.5,slrenner,10/10/2019,2019,,0,
112548,211,0,0,6/5/2019,SIMPSON BAY,3,72,0.5,slrenner,10/10/2019,2019,,0,
112549,211,0,0,7/2/2019,SIMPSON BAY,3,96,1,slrenner,10/10/2019,2019,,0,
112550,211,0,0,7/28/2019,SIMPSON BAY,3,72,1,slrenner,10/10/2019,2019,,0,
112551,211,0,0,7/31/2019,SIMPSON BAY,3,94,1,slrenner,10/10/2019,2019,,0,
112552,211,0,0,8/26/2019,SIMPSON BAY,3,108,0.5,slrenner,10/10/2019,2019,,0,
112553,211,1,0,9/6/2019,SIMPSON BAY,3,48,0,slrenner,10/10/2019,2019,,0,
112554,493,0,0,6/17/2019,BLACKSTONE,2,23,1.8,slrenner,10/10/2019,2019,2 pulls,0,
112555,493,0,0,6/24/2019,MCCLURE BAY,2,24,1.7,slrenner,10/10/2019,2019,2 pulls,0,
112556,493,0,0,7/13/2019,BILLINGS,2,4,0.2,slrenner,10/10/2019,2019,,0,
112557,493,0,0,7/19/2019,NELLIE JUAN,2,21,2,slrenner,10/10/2019,2019,,0,
112558,493,0,0,7/20/2019,NELLIE JUAN,2,23,0.2,slrenner,10/10/2019,2019,,0,
112559,493,0,0,7/23/2019,COCHRANE BAY,2,4,0.8,slrenner,10/10/2019,2019,,0,
112560,493,0,0,7/29/2019,COCHRANE BAY,2,22,2,slrenner,10/10/2019,2019,,0,
112561,493,0,0,9/5/2019,BLACKSTONE,2,6,1,slrenner,10/10/2019,2019,,0,
112562,493,0,0,9/13/2019,BLACKSTONE,2,4,1,slrenner,10/10/2019,2019,,0,
112563,439,0,0,6/13/2019,PORT VALDEZ,3,24,1.75,slrenner,10/10/2019,2019,,0,
112564,439,0,0,6/14/2019,PORT VALDEZ,3,24,3,slrenner,10/10/2019,2019,,0,
112565,439,0,0,6/15/2019,PORT VALDEZ,3,24,3,slrenner,10/10/2019,2019,,0,
112566,439,0,0,6/19/2019,PORT VALDEZ,3,24,1.5,slrenner,10/10/2019,2019,,0,
112567,439,0,0,6/20/2019,PORT VALDEZ,3,24,1.75,slrenner,10/10/2019,2019,,0,
112568,439,0,0,6/21/2019,PORT VALDEZ,3,24,1.75,slrenner,10/10/2019,2019,,0,
112569,439,0,0,6/23/2019,PORT VALDEZ,3,48,1.75,slrenner,10/10/2019,2019,,0,
112570,439,0,0,6/24/2019,PORT VALDEZ,3,24,1.75,slrenner,10/10/2019,2019,,0,
112571,439,0,0,6/25/2019,PORT VALDEZ,3,24,1.75,slrenner,10/10/2019,2019,,0,
112572,439,0,0,6/26/2019,PORT VALDEZ,3,24,1,slrenner,10/10/2019,2019,,0,
112573,439,0,0,6/27/2019,PORT VALDEZ,3,36,2,slrenner,10/10/2019,2019,2 pulls,0,
112574,1062,0,0,7/22/2019,CULROSS PASSAGE,3,24,5,nlellickson,10/10/2019,2019,,0,
112575,1062,0,0,7/25/2019,CULROSS PASSAGE,3,48,4,nlellickson,10/10/2019,2019,,0,
112576,1062,0,0,8/26/2019,CULROSS PASSAGE,3,72,2,nlellickson,10/10/2019,2019,,0,
112577,1062,0,0,8/27/2019,CULROSS PASSAGE,3,16,4,nlellickson,10/10/2019,2019,,0,
112578,1431,0,0,5/4/2019,PIGOT BAY,3,3,3,nlellickson,10/10/2019,2019,,0,
112579,1431,0,0,5/18/2019,PIGOT BAY,3,6,2,nlellickson,10/10/2019,2019,,0,
112580,1431,0,0,7/28/2019,PIGOT BAY,1,7,1,nlellickson,10/10/2019,2019,,0,
112581,1431,0,0,8/1/2019,PIGOT BAY,3,6,4,nlellickson,10/10/2019,2019,,0,
112582,1945,0,0,5/27/2019,PASSAGE CANAL,3,24,4,nlellickson,10/10/2019,2019,,0,
112583,1945,0,0,5/28/2019,PASSAGE CANAL,3,24,3,nlellickson,10/10/2019,2019,,0,
112584,1945,0,0,5/29/2019,PASSAGE CANAL,3,24,4,nlellickson,10/10/2019,2019,,0,
112585,1945,0,0,5/30/2019,PASSAGE CANAL,3,24,5,nlellickson,10/10/2019,2019,,0,
112586,1945,0,0,5/31/2019,PASSAGE CANAL,3,24,3,nlellickson,10/10/2019,2019,,0,
112587,1945,0,0,6/2/2019,PASSAGE CANAL,3,48,5,nlellickson,10/10/2019,2019,,0,
112588,1945,0,0,6/3/2019,PASSAGE CANAL,3,24,3,nlellickson,10/10/2019,2019,,0,
112590,1945,0,0,6/7/2019,PASSAGE CANAL,3,48,2,nlellickson,10/10/2019,2019,,0,
112591,1945,0,0,6/13/2019,PASSAGE CANAL,3,24,2,nlellickson,10/10/2019,2019,,0,
112592,1945,0,0,6/14/2019,PASSAGE CANAL,3,24,3,nlellickson,10/10/2019,2019,,0,
112593,1945,0,0,6/19/2019,PASSAGE CANAL,3,22,3,nlellickson,10/10/2019,2019,,0,
112594,2942,0,0,6/19/2019,"JUNCTION ISLAND, DANGEROUS PAS",3,0,0.5,slrenner,10/10/2019,2019,,0,
112595,2942,0,0,6/22/2019,"MEW COVE, LOWER PASS",3,24,0.5,slrenner,10/10/2019,2019,,0,
112596,2942,0,0,6/7/2019,MARRIMAN,2,12,1,slrenner,10/10/2019,2019,,0,
112597,2942,0,0,9/10/2019,WEST TWIN PERRY ISLAND,2,24,0.5,slrenner,10/10/2019,2019,,0,
112598,2942,0,0,9/11/2019,WEST TWIN,2,48,1,slrenner,10/10/2019,2019,,0,
112599,2942,0,0,9/13/2019,WEST TWIN,2,24,1,slrenner,10/10/2019,2019,,0,
112600,2942,0,0,9/14/2019,WEST TWIN,2,24,1,slrenner,10/10/2019,2019,,0,
112601,1945,0,0,6/20/2019,PASSAGE CANAL,3,24,2,nlellickson,10/10/2019,2019,,0,
